,title,rank,date,artist,url,region,chart,trend,streams,date_objects
25227796,Down Under (feat. Colin Hay),4,2021-12-31,Luude,https://open.spotify.com/track/7AVyve7cFYTd51ha5i9kE2,Estonia,viral50,MOVE_UP,,2021-12-31
25227797,Alien Blues,5,2021-12-31,Vundabar,https://open.spotify.com/track/11iIikXxC6NP0Ma8vMD27x,Estonia,viral50,MOVE_DOWN,,2021-12-31
25227798,I AM WOMAN,6,2021-12-31,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,Estonia,viral50,MOVE_UP,,2021-12-31
25227799,abcdefu,7,2021-12-31,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,Estonia,viral50,SAME_POSITION,,2021-12-31
25227800,MIDDLE OF THE NIGHT,8,2021-12-31,Elley Duhé,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,Estonia,viral50,MOVE_DOWN,,2021-12-31
25227801,Shake,9,2021-12-31,"IShowSpeed, Aura The Scientist",https://open.spotify.com/track/18pZAkoz9eNXd6gpy48RQL,Estonia,viral50,MOVE_DOWN,,2021-12-31
25227802,Move Your Body,10,2021-12-31,"Öwnboss, Sevek",https://open.spotify.com/track/6GomT970rCOkKAyyrwJeZi,Estonia,viral50,MOVE_UP,,2021-12-31
25227803,It's Called: Freefall,11,2021-12-31,Rainbow Kitten Surprise,https://open.spotify.com/track/474uVhyGgK5MtY9gMcDgGl,Estonia,viral50,MOVE_DOWN,,2021-12-31
25227804,TO THE,12,2021-12-31,GoldSkull,https://open.spotify.com/track/3kvm9xedJN0uVx9kFmcFdf,Estonia,viral50,MOVE_DOWN,,2021-12-31
25227805,The Perfect Girl,13,2021-12-31,Mareux,https://open.spotify.com/track/5RBOcBpJXaNnHCGViJmYhh,Estonia,viral50,SAME_POSITION,,2021-12-31
25227806,Do It To It,14,2021-12-31,"ACRAZE, Cherish",https://open.spotify.com/track/20on25jryn53hWghthWWW3,Estonia,viral50,MOVE_UP,,2021-12-31
25227807,Balling,15,2021-12-31,Vibe Chemistry,https://open.spotify.com/track/0eYrKwIiqluD9dFr3STKQH,Estonia,viral50,MOVE_DOWN,,2021-12-31
25227808,Sahara,16,2021-12-31,Hensonn,https://open.spotify.com/track/6nqdgUTiWt4JbABDurkxMI,Estonia,viral50,MOVE_DOWN,,2021-12-31
25227809,СОЛНЦЕ МОНАКО,17,2021-12-31,Lusia Chebotina,https://open.spotify.com/track/5YDBHDEIgWkfairCJgGApW,Estonia,viral50,SAME_POSITION,,2021-12-31
25227810,Башня,18,2021-12-31,"Даня Милохин, Mumiy Troll",https://open.spotify.com/track/7gPyGGhy2cVVVOq5V5jUt4,Estonia,viral50,MOVE_UP,,2021-12-31
25227811,Cpr,19,2021-12-31,cupcakKe,https://open.spotify.com/track/35mBYyB61qTcGGj7MXIRM1,Estonia,viral50,MOVE_DOWN,,2021-12-31
25227812,Legend,20,2021-12-31,Tevvez,https://open.spotify.com/track/05EG9LwFCVjkoYEWzsrHHO,Estonia,viral50,MOVE_DOWN,,2021-12-31
25227813,HMU,21,2021-12-31,Tobias Dray,https://open.spotify.com/track/60U1w8wJMlPvXRdPaLAYqi,Estonia,viral50,MOVE_UP,,2021-12-31
25227814,Lõpuks Muutub,22,2021-12-31,An-Marlen,https://open.spotify.com/track/3FKpiphFoulbdxdd2yeb25,Estonia,viral50,MOVE_UP,,2021-12-31
25227815,Õnne vahel,23,2021-12-31,"Beatrice, Silver ""AG"" Orissaar",https://open.spotify.com/track/6Uf67VVrSZ5ynbUEMmfD1I,Estonia,viral50,SAME_POSITION,,2021-12-31
25227816,Marmalade,24,2021-12-31,"Miyagi & Andy Panda, Mav-d",https://open.spotify.com/track/7rvEwAILTqxBpdIyUifkE8,Estonia,viral50,MOVE_UP,,2021-12-31
25227817,u.,25,2021-12-31,niteboi,https://open.spotify.com/track/0J7oHYxjF6Oln61wy0kP2i,Estonia,viral50,MOVE_UP,,2021-12-31
25227818,Ginseng Strip 2002,26,2021-12-31,Yung Lean,https://open.spotify.com/track/79nEEoEPY2w8EXj9hjn5oc,Estonia,viral50,SAME_POSITION,,2021-12-31
25227819,Helikopter,27,2021-12-31,Fazlija,https://open.spotify.com/track/3xGOOOPD2HjErQLyRFk5Wf,Estonia,viral50,MOVE_DOWN,,2021-12-31
25227820,all I want is you,28,2021-12-31,"Rebzyyx, hoshie star",https://open.spotify.com/track/7lOvJBqH38ZY59eLU7bioq,Estonia,viral50,SAME_POSITION,,2021-12-31
25227821,Super Gremlin,29,2021-12-31,Kodak Black,https://open.spotify.com/track/4A8cWXxKfIL3lAyUDzXbCF,Estonia,viral50,MOVE_UP,,2021-12-31
25227822,Cocaine Jesus,30,2021-12-31,Rainbow Kitten Surprise,https://open.spotify.com/track/0ZAbupc7jAQpG9IxojQ3s3,Estonia,viral50,SAME_POSITION,,2021-12-31
25227823,It'll Be Okay,31,2021-12-31,Shawn Mendes,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD,Estonia,viral50,MOVE_DOWN,,2021-12-31
25227824,Лёд,32,2021-12-31,"LXNER, WENARO",https://open.spotify.com/track/7D8k995g6jdie4NF1E7Tpu,Estonia,viral50,SAME_POSITION,,2021-12-31
25227825,Lost in the Fire (feat. The Weeknd),33,2021-12-31,Gesaffelstein,https://open.spotify.com/track/2vXKRlJBXyOcvZYTdNeckS,Estonia,viral50,MOVE_UP,,2021-12-31
25227826,Enemy (with JID) - from the series Arcane League of Legends,34,2021-12-31,Imagine Dragons,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ,Estonia,viral50,MOVE_UP,,2021-12-31
25227827,I Hate U,35,2021-12-31,SZA,https://open.spotify.com/track/5dXWFMwD7I7zXsInONVl0H,Estonia,viral50,NEW_ENTRY,,2021-12-31
25227828,moment,36,2021-12-31,Vierre Cloud,https://open.spotify.com/track/5K9tfeoiztw94dyWzF39jq,Estonia,viral50,MOVE_DOWN,,2021-12-31
25227829,Infinity,37,2021-12-31,Jaymes Young,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK,Estonia,viral50,MOVE_UP,,2021-12-31
25227830,abcdefu (angrier),38,2021-12-31,GAYLE,https://open.spotify.com/track/1EQFOouqdKYdpbNoOHRVO2,Estonia,viral50,MOVE_DOWN,,2021-12-31
25227831,Toxic,39,2021-12-31,BoyWithUke,https://open.spotify.com/track/2gQPv5jvVPqU2a9HhMNO1v,Estonia,viral50,MOVE_DOWN,,2021-12-31
25227832,My Humps,40,2021-12-31,"Joshwa, Lee Foss",https://open.spotify.com/track/5WoBAyXaOnKEfvsZocrPeT,Estonia,viral50,NEW_ENTRY,,2021-12-31
25227833,Погоди,41,2021-12-31,DSPRITE,https://open.spotify.com/track/5sJt5rmSaKTQyAymKx6e1W,Estonia,viral50,MOVE_UP,,2021-12-31
25227834,Little Girl,42,2021-12-31,Merilin Mälk,https://open.spotify.com/track/0dPdr5WaEIaAmJFonvMNzH,Estonia,viral50,MOVE_DOWN,,2021-12-31
25227835,Live Another Day,43,2021-12-31,Kordhell,https://open.spotify.com/track/34lfu3S4fIcKZRNXzbdbo7,Estonia,viral50,MOVE_UP,,2021-12-31
25227836,Sunset,44,2021-12-31,pixelbobby,https://open.spotify.com/track/0LBpzdYnWesRulHJOxWlC4,Estonia,viral50,SAME_POSITION,,2021-12-31
25227837,We Don't Talk About Bruno,45,2021-12-31,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",https://open.spotify.com/track/52xJxFP6TqMuO4Yt0eOkMz,Estonia,viral50,MOVE_DOWN,,2021-12-31
25227838,DTB,46,2021-12-31,Merczz,https://open.spotify.com/track/6BoXckigjvnIAZVQV6lELq,Estonia,viral50,MOVE_DOWN,,2021-12-31
25227839,help_urself,47,2021-12-31,Ezekiel,https://open.spotify.com/track/6bxKECVRnkLmtpeU22Ve9p,Estonia,viral50,MOVE_UP,,2021-12-31
25227840,Olgu nii - Estonian Version,48,2021-12-31,Hanna-Liina Vosa,https://open.spotify.com/track/1k9zKpTY6tUxwxaKJUQgRM,Estonia,viral50,MOVE_DOWN,,2021-12-31
25227841,Привет,49,2021-12-31,Kambulat,https://open.spotify.com/track/2INWHGzw5qTbdeLDARChfe,Estonia,viral50,MOVE_UP,,2021-12-31
25227842,koptereid,50,2021-12-31,5MIINUST,https://open.spotify.com/track/4QWbJNAWatPr3j065e3N7H,Estonia,viral50,NEW_ENTRY,,2021-12-31
25227843,Surface Pressure,1,2021-12-31,Jessica Darrow,https://open.spotify.com/track/760jhRscwGbIIe1m1IIQpU,Finland,viral50,SAME_POSITION,,2021-12-31
25227844,We Don't Talk About Bruno,2,2021-12-31,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",https://open.spotify.com/track/52xJxFP6TqMuO4Yt0eOkMz,Finland,viral50,SAME_POSITION,,2021-12-31
25227845,Love Grows (Where My Rosemary Goes),3,2021-12-31,Edison Lighthouse,https://open.spotify.com/track/5Ts1DYOuouQLgzTaisxWYh,Finland,viral50,SAME_POSITION,,2021-12-31
25227846,Urut solmuun - REMIX,4,2021-12-31,"Kaaleet, Raikku",https://open.spotify.com/track/0b2eTk3WB2guk5uK6ZZmwO,Finland,viral50,MOVE_UP,,2021-12-31
25227847,Swimming Pool,5,2021-12-31,Marie Madeleine,https://open.spotify.com/track/3BMqVk2NJbH4fxf84e8kDC,Finland,viral50,MOVE_DOWN,,2021-12-31
25227848,Paine,6,2021-12-31,Ulriikka Heikinheimo,https://open.spotify.com/track/3u1K2eshF0QgNCYJS4OCEz,Finland,viral50,MOVE_UP,,2021-12-31
25227849,TO THE,7,2021-12-31,GoldSkull,https://open.spotify.com/track/3kvm9xedJN0uVx9kFmcFdf,Finland,viral50,MOVE_UP,,2021-12-31
25227850,Pienen siilin kuolema,8,2021-12-31,Guggenheim-projektz,https://open.spotify.com/track/1OeWUrOckzT93TMYu5QmYM,Finland,viral50,SAME_POSITION,,2021-12-31
25227851,Me ei mainita Brunoo,9,2021-12-31,"Netta Laurenne, Tidjân Ba, Amy Burgess, Elias Hjelm, Diandra Flores, Esme Kaislakari, Encanto - Cast",https://open.spotify.com/track/5AjZoosrf3dFx91R3adkTU,Finland,viral50,MOVE_UP,,2021-12-31
25227852,Shake,10,2021-12-31,"IShowSpeed, Aura The Scientist",https://open.spotify.com/track/18pZAkoz9eNXd6gpy48RQL,Finland,viral50,MOVE_UP,,2021-12-31
25227853,Helikopter,11,2021-12-31,Fazlija,https://open.spotify.com/track/3xGOOOPD2HjErQLyRFk5Wf,Finland,viral50,MOVE_UP,,2021-12-31
25227854,Pohjola,12,2021-12-31,Olli Halonen,https://open.spotify.com/track/6YFcvJlcgQceRfJrVpmJa0,Finland,viral50,MOVE_UP,,2021-12-31
25227855,abcdefu,13,2021-12-31,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,Finland,viral50,MOVE_UP,,2021-12-31
25227856,Dreams Come True,14,2021-12-31,S.E.S.,https://open.spotify.com/track/6whFRgwg7je2SYzpSfansM,Finland,viral50,MOVE_DOWN,,2021-12-31
25227857,Saatanan saalistaja,15,2021-12-31,Vilma Jää,https://open.spotify.com/track/4Xd8Mtpw5mWrGd1ThSY7Dj,Finland,viral50,MOVE_UP,,2021-12-31
25227858,Do It To It,16,2021-12-31,"ACRAZE, Cherish",https://open.spotify.com/track/20on25jryn53hWghthWWW3,Finland,viral50,MOVE_UP,,2021-12-31
25227859,Super Idol - Remix,17,2021-12-31,Samstring,https://open.spotify.com/track/5t07RuwZAUBBnF2tWKwgmP,Finland,viral50,MOVE_DOWN,,2021-12-31
25227860,Live Another Day,18,2021-12-31,Kordhell,https://open.spotify.com/track/34lfu3S4fIcKZRNXzbdbo7,Finland,viral50,MOVE_DOWN,,2021-12-31
25227861,"30/90 (from ""tick, tick... BOOM!"" Soundtrack from the Netflix Film)",19,2021-12-31,"Andrew Garfield, Joshua Henry, Vanessa Hudgens, Robin de Jesus, Alexandra Shipp, MJ Rodriguez",https://open.spotify.com/track/55MIRLbZzpYSmMlRt9ZDWM,Finland,viral50,MOVE_DOWN,,2021-12-31
25227862,DTB,20,2021-12-31,Merczz,https://open.spotify.com/track/6BoXckigjvnIAZVQV6lELq,Finland,viral50,MOVE_DOWN,,2021-12-31
25227863,MIDDLE OF THE NIGHT,21,2021-12-31,Elley Duhé,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,Finland,viral50,MOVE_UP,,2021-12-31
25227864,It's Called: Freefall,22,2021-12-31,Rainbow Kitten Surprise,https://open.spotify.com/track/474uVhyGgK5MtY9gMcDgGl,Finland,viral50,MOVE_DOWN,,2021-12-31
25227865,Infinity,23,2021-12-31,Jaymes Young,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK,Finland,viral50,MOVE_UP,,2021-12-31
25227866,Sahara,24,2021-12-31,Hensonn,https://open.spotify.com/track/6nqdgUTiWt4JbABDurkxMI,Finland,viral50,MOVE_UP,,2021-12-31
25227867,Vitunvitun Vittu!,25,2021-12-31,Asiamies,https://open.spotify.com/track/7x9UblfMF9OhYmmDyg7oK7,Finland,viral50,MOVE_UP,,2021-12-31
25227868,Pope Is a Rockstar,26,2021-12-31,SALES,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2,Finland,viral50,MOVE_DOWN,,2021-12-31
25227869,Pump It,27,2021-12-31,Eskimo Callboy,https://open.spotify.com/track/3iXNlPQNYPrtimAEM49PsG,Finland,viral50,MOVE_UP,,2021-12-31
25227870,Happy Death Day,28,2021-12-31,Xdinary Heroes,https://open.spotify.com/track/3a4VCqofc7Wf7cqfZYu2Ad,Finland,viral50,MOVE_DOWN,,2021-12-31
25227871,Cocaine Jesus,29,2021-12-31,Rainbow Kitten Surprise,https://open.spotify.com/track/0ZAbupc7jAQpG9IxojQ3s3,Finland,viral50,MOVE_DOWN,,2021-12-31
25227872,ISI MAKSAA,30,2021-12-31,"Räpfaija, Lydia Kenig",https://open.spotify.com/track/0MtR1vbS7UeJa0jvXGCwmY,Finland,viral50,NEW_ENTRY,,2021-12-31
25227873,Pimeään,31,2021-12-31,"Miika, Neili",https://open.spotify.com/track/2UhseSJptJuQYplsoa3YO7,Finland,viral50,SAME_POSITION,,2021-12-31
25227874,The Family Madrigal,32,2021-12-31,"Stephanie Beatriz, Olga Merediz, Encanto - Cast",https://open.spotify.com/track/4b1yxSdlumA8N4fEk4UOZp,Finland,viral50,NEW_ENTRY,,2021-12-31
25227875,What Else Can I Do?,33,2021-12-31,"Diane Guerrero, Stephanie Beatriz",https://open.spotify.com/track/3XoYqtiWHhsk59frZupImG,Finland,viral50,MOVE_UP,,2021-12-31
25227876,Doja - 4 Morant,34,2021-12-31,"JuMa44, juan mazini",https://open.spotify.com/track/6YJafO3sMQmcyxNT6AzOjK,Finland,viral50,MOVE_DOWN,,2021-12-31
25227877,Lotta & Sanna,35,2021-12-31,Mohelá,https://open.spotify.com/track/1jiDCQUaa9LmWpQJRuOWRb,Finland,viral50,MOVE_UP,,2021-12-31
25227878,IN THE CLUB,36,2021-12-31,Mishashi Sensei,https://open.spotify.com/track/7vX0rvoGneCCOJ2QPruNNZ,Finland,viral50,MOVE_DOWN,,2021-12-31
25227879,Frozen,37,2021-12-31,"Madonna, Sickick",https://open.spotify.com/track/6lknMmJZALXxx7emwwZWLX,Finland,viral50,MOVE_UP,,2021-12-31
25227880,Alien Blues,38,2021-12-31,Vundabar,https://open.spotify.com/track/11iIikXxC6NP0Ma8vMD27x,Finland,viral50,MOVE_UP,,2021-12-31
25227881,Legend,39,2021-12-31,Tevvez,https://open.spotify.com/track/05EG9LwFCVjkoYEWzsrHHO,Finland,viral50,MOVE_DOWN,,2021-12-31
25227882,The Perfect Girl,40,2021-12-31,Mareux,https://open.spotify.com/track/5RBOcBpJXaNnHCGViJmYhh,Finland,viral50,MOVE_DOWN,,2021-12-31
25227883,I AM WOMAN,41,2021-12-31,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,Finland,viral50,NEW_ENTRY,,2021-12-31
25227884,Die For You,42,2021-12-31,"VALORANT, Grabbitz",https://open.spotify.com/track/2lz3zjQ5QCVXiyOzIk02vW,Finland,viral50,MOVE_DOWN,,2021-12-31
25227885,Kuulaa sille joka kenkkuilee,43,2021-12-31,Kaaleet,https://open.spotify.com/track/3c7buiYWM5D47o6Um1sA9z,Finland,viral50,MOVE_UP,,2021-12-31
25227886,Waiting On A Miracle,44,2021-12-31,Stephanie Beatriz,https://open.spotify.com/track/3oRW9ZGPRbLRMneQ5lwflt,Finland,viral50,NEW_ENTRY,,2021-12-31
25227887,Cpr,45,2021-12-31,cupcakKe,https://open.spotify.com/track/35mBYyB61qTcGGj7MXIRM1,Finland,viral50,MOVE_DOWN,,2021-12-31
25227888,Super Max!,46,2021-12-31,Pitstop Boys,https://open.spotify.com/track/4gqOzJPGNCvEnS1u5YHOkp,Finland,viral50,SAME_POSITION,,2021-12-31
25227889,Sunset,47,2021-12-31,pixelbobby,https://open.spotify.com/track/0LBpzdYnWesRulHJOxWlC4,Finland,viral50,MOVE_DOWN,,2021-12-31
25227890,It'll Be Okay,48,2021-12-31,Shawn Mendes,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD,Finland,viral50,MOVE_DOWN,,2021-12-31
25227891,Material Girl,49,2021-12-31,Saucy Santana,https://open.spotify.com/track/6nQ1B216Liiydhgn2gar0o,Finland,viral50,MOVE_DOWN,,2021-12-31
25227892,BM (London View),50,2021-12-31,OTP,https://open.spotify.com/track/2swRdG3vAk5bYBR3oSf1cg,Finland,viral50,NEW_ENTRY,,2021-12-31
25227893,TO THE,1,2021-12-31,GoldSkull,https://open.spotify.com/track/3kvm9xedJN0uVx9kFmcFdf,France,viral50,SAME_POSITION,,2021-12-31
25227894,We Don't Talk About Bruno,2,2021-12-31,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",https://open.spotify.com/track/52xJxFP6TqMuO4Yt0eOkMz,France,viral50,MOVE_UP,,2021-12-31
25227895,I AM WOMAN,3,2021-12-31,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,France,viral50,SAME_POSITION,,2021-12-31
25227896,MAUVAIS PAYEUR,4,2021-12-31,La Fève,https://open.spotify.com/track/18gJ5bLhq6cfKJefdwzGpj,France,viral50,MOVE_DOWN,,2021-12-31
25227897,No Wahala,5,2021-12-31,1da Banton,https://open.spotify.com/track/4vHy2IHzf3EabEa7oMpUZB,France,viral50,MOVE_UP,,2021-12-31
25227898,Ne parlons pas de Bruno,6,2021-12-31,"Sharon Laloum, Julian Ortiz Cardona, Angèle Humeau, Tom Almodar, Kaycie Chase, Camille Timmerman, Encanto - Cast",https://open.spotify.com/track/6kGDQTU0FOUC29gILRZ4ZW,France,viral50,MOVE_UP,,2021-12-31
25227899,Sous les apparences,7,2021-12-31,Ana Ka,https://open.spotify.com/track/3GZTxNYUu7PpXv47oCMa4G,France,viral50,MOVE_UP,,2021-12-31
25227900,Shake,8,2021-12-31,"IShowSpeed, Aura The Scientist",https://open.spotify.com/track/18pZAkoz9eNXd6gpy48RQL,France,viral50,MOVE_DOWN,,2021-12-31
25227901,Happy Death Day,9,2021-12-31,Xdinary Heroes,https://open.spotify.com/track/3a4VCqofc7Wf7cqfZYu2Ad,France,viral50,MOVE_DOWN,,2021-12-31
25227902,abcdefu,10,2021-12-31,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,France,viral50,SAME_POSITION,,2021-12-31
25227903,Sahara,11,2021-12-31,Hensonn,https://open.spotify.com/track/6nqdgUTiWt4JbABDurkxMI,France,viral50,MOVE_UP,,2021-12-31
25227904,LA FAMA (with The Weeknd),12,2021-12-31,ROSALÍA,https://open.spotify.com/track/6dmXZ9B5HdFAyzHeTneYBK,France,viral50,MOVE_DOWN,,2021-12-31
25227905,Swimming Pool,13,2021-12-31,Marie Madeleine,https://open.spotify.com/track/3BMqVk2NJbH4fxf84e8kDC,France,viral50,MOVE_UP,,2021-12-31
25227906,ELEVEN,14,2021-12-31,IVE,https://open.spotify.com/track/7n2FZQsaLb7ZRfRPfEeIvr,France,viral50,MOVE_DOWN,,2021-12-31
25227907,MIDDLE OF THE NIGHT,15,2021-12-31,Elley Duhé,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,France,viral50,MOVE_UP,,2021-12-31
25227908,À qui la faute,16,2021-12-31,Leila AD,https://open.spotify.com/track/6i0KLQD7zlFLyS5zxOHAB0,France,viral50,MOVE_DOWN,,2021-12-31
25227909,"Time Time (feat. Squeezie, Myd & KronoMuzik)",17,2021-12-31,Trei Degete,https://open.spotify.com/track/1MkN8pZzDBf1b2uzfYVOQp,France,viral50,MOVE_UP,,2021-12-31
25227910,Pope Is a Rockstar,18,2021-12-31,SALES,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2,France,viral50,SAME_POSITION,,2021-12-31
25227911,La Espada,19,2021-12-31,Eternal Raijin,https://open.spotify.com/track/6w969Gr8VhF02vaHs67oo9,France,viral50,MOVE_DOWN,,2021-12-31
25227912,Jefe,20,2021-12-31,Ninho,https://open.spotify.com/track/6HTJgY7iWWlVLSDHsfHePf,France,viral50,MOVE_DOWN,,2021-12-31
25227913,Do It To It,21,2021-12-31,"ACRAZE, Cherish",https://open.spotify.com/track/20on25jryn53hWghthWWW3,France,viral50,MOVE_UP,,2021-12-31
25227914,Jour meilleur,22,2021-12-31,Orelsan,https://open.spotify.com/track/6VOUfCrjmxH62oijWgbC6O,France,viral50,MOVE_DOWN,,2021-12-31
25227915,Die For You,23,2021-12-31,"VALORANT, Grabbitz",https://open.spotify.com/track/2lz3zjQ5QCVXiyOzIk02vW,France,viral50,MOVE_UP,,2021-12-31
25227916,La famille Madrigal,24,2021-12-31,"Camille Timmerman, Dominique Quesnel, Encanto - Cast",https://open.spotify.com/track/6xqT3QC4Lo9ip19YcfWpaP,France,viral50,MOVE_UP,,2021-12-31
25227917,It'll Be Okay,25,2021-12-31,Shawn Mendes,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD,France,viral50,MOVE_DOWN,,2021-12-31
25227918,Démons,26,2021-12-31,"Angèle, Damso",https://open.spotify.com/track/3gAEAmxdP1GIjgQ3Zud2mE,France,viral50,MOVE_DOWN,,2021-12-31
25227919,Marco Mouly,27,2021-12-31,Val,https://open.spotify.com/track/5n61hZe948U3pYwfycFgx8,France,viral50,MOVE_DOWN,,2021-12-31
25227920,BM (London View),28,2021-12-31,OTP,https://open.spotify.com/track/2swRdG3vAk5bYBR3oSf1cg,France,viral50,SAME_POSITION,,2021-12-31
25227921,Sunroof,29,2021-12-31,"Nicky Youre, dazy",https://open.spotify.com/track/3RfTeIrWS8LNrfHYwechtt,France,viral50,MOVE_UP,,2021-12-31
25227922,Mon Amour - Remix,30,2021-12-31,"zzoilo, Aitana",https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R,France,viral50,MOVE_UP,,2021-12-31
25227923,Groovejet (If This Ain't Love) [feat. Sophie Ellis-Bextor] - Purple Disco Machine & Lorenz Rhode Remix,31,2021-12-31,Spiller,https://open.spotify.com/track/6BLu3dd0GZM7jCDET7GSoL,France,viral50,MOVE_UP,,2021-12-31
25227924,Alien Blues,32,2021-12-31,Vundabar,https://open.spotify.com/track/11iIikXxC6NP0Ma8vMD27x,France,viral50,MOVE_DOWN,,2021-12-31
25227925,Can't Hold Us (feat. Ray Dalton),33,2021-12-31,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis",https://open.spotify.com/track/22skzmqfdWrjJylampe0kt,France,viral50,NEW_ENTRY,,2021-12-31
25227926,Automotivo Extradimensional,34,2021-12-31,"DJ Erik JP, DJ Patrick R",https://open.spotify.com/track/6UFcpDP5nsyr7iypLOrY7d,France,viral50,MOVE_DOWN,,2021-12-31
25227927,Que sais-je faire d'autre?,35,2021-12-31,"Kaycie Chase, Camille Timmerman",https://open.spotify.com/track/2KBQe6bDkixnyLu3MA0z2d,France,viral50,MOVE_UP,,2021-12-31
25227928,The Perfect Girl,36,2021-12-31,Mareux,https://open.spotify.com/track/5RBOcBpJXaNnHCGViJmYhh,France,viral50,MOVE_DOWN,,2021-12-31
25227929,Boosk'Halloween,37,2021-12-31,menace Santana,https://open.spotify.com/track/674cmArozxcGW34Eb1XOTt,France,viral50,MOVE_UP,,2021-12-31
25227930,Thunder,38,2021-12-31,"Gabry Ponte, LUM!X, Prezioso",https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB,France,viral50,MOVE_UP,,2021-12-31
25227931,D O D O,39,2021-12-31,Tayc,https://open.spotify.com/track/7fWotHT92my4vLN713vFTa,France,viral50,MOVE_UP,,2021-12-31
25227932,Message In A Bottle - Colorblast Version,40,2021-12-31,Colorblast,https://open.spotify.com/track/1vfugDTvf1ifrTEwCW9AjG,France,viral50,MOVE_DOWN,,2021-12-31
25227933,I Hate U,41,2021-12-31,SZA,https://open.spotify.com/track/5dXWFMwD7I7zXsInONVl0H,France,viral50,MOVE_DOWN,,2021-12-31
25227934,Enemy (with JID) - from the series Arcane League of Legends,42,2021-12-31,Imagine Dragons,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ,France,viral50,MOVE_DOWN,,2021-12-31
25227935,Nova,43,2021-12-31,Fredz,https://open.spotify.com/track/0R9AhQQ9Ev7WnTdxGGx55s,France,viral50,MOVE_UP,,2021-12-31
25227936,Fall in Love with You.,44,2021-12-31,Montell Fish,https://open.spotify.com/track/31MQR9rOHRXyg4J01hRY1h,France,viral50,MOVE_UP,,2021-12-31
25227937,Santorini,45,2021-12-31,Gamma,https://open.spotify.com/track/5ptSW9WF79csurnHuKcGPP,France,viral50,NEW_ENTRY,,2021-12-31
25227938,OPPS,46,2021-12-31,DJ Akrapo,https://open.spotify.com/track/4TPWA6P0WSkdu8qXhllaq1,France,viral50,MOVE_DOWN,,2021-12-31
25227939,Dos Oruguitas,47,2021-12-31,Sebastian Yatra,https://open.spotify.com/track/5rohUzwEoRsUvAA1Bf3DLo,France,viral50,MOVE_UP,,2021-12-31
25227940,Je ne suis pas chauve,48,2021-12-31,Mcfly & Carlito,https://open.spotify.com/track/1MH7yWJFAVxxqJpTTZXiKO,France,viral50,MOVE_DOWN,,2021-12-31
25227941,My Humps,49,2021-12-31,"Joshwa, Lee Foss",https://open.spotify.com/track/5WoBAyXaOnKEfvsZocrPeT,France,viral50,NEW_ENTRY,,2021-12-31
25227942,Emiliana,50,2021-12-31,CKay,https://open.spotify.com/track/0vNY7uNEG8El6doRdP21D5,France,viral50,NEW_ENTRY,,2021-12-31
25227943,TO THE,1,2021-12-31,GoldSkull,https://open.spotify.com/track/3kvm9xedJN0uVx9kFmcFdf,Germany,viral50,SAME_POSITION,,2021-12-31
25227944,Nüsse Sind Gesund,2,2021-12-31,"NoooN, Kati Breuer",https://open.spotify.com/track/6uKVhb3OoAoBHbfoXd02Dj,Germany,viral50,SAME_POSITION,,2021-12-31
25227945,Down Under (feat. Colin Hay),3,2021-12-31,Luude,https://open.spotify.com/track/7AVyve7cFYTd51ha5i9kE2,Germany,viral50,NEW_ENTRY,,2021-12-31
25227946,Rasselbande,4,2021-12-31,"OTPendia, bella bazz, OT",https://open.spotify.com/track/7sxn16XyaEr1K8WxYrfJ2I,Germany,viral50,MOVE_DOWN,,2021-12-31
