,title,rank,date,artist,url,region,chart,trend,streams,date_objects
25227947,We Don't Talk About Bruno,5,2021-12-31,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",https://open.spotify.com/track/52xJxFP6TqMuO4Yt0eOkMz,Germany,viral50,MOVE_DOWN,,2021-12-31
25227948,Shake,6,2021-12-31,"IShowSpeed, Aura The Scientist",https://open.spotify.com/track/18pZAkoz9eNXd6gpy48RQL,Germany,viral50,MOVE_DOWN,,2021-12-31
25227949,Surface Pressure,7,2021-12-31,Jessica Darrow,https://open.spotify.com/track/760jhRscwGbIIe1m1IIQpU,Germany,viral50,MOVE_DOWN,,2021-12-31
25227950,Druck,8,2021-12-31,Jenniffer Kae,https://open.spotify.com/track/6lq2ScYLYvIwQwTGEYjFW2,Germany,viral50,SAME_POSITION,,2021-12-31
25227951,DTB,9,2021-12-31,Merczz,https://open.spotify.com/track/6BoXckigjvnIAZVQV6lELq,Germany,viral50,MOVE_DOWN,,2021-12-31
25227952,I AM WOMAN,10,2021-12-31,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,Germany,viral50,MOVE_DOWN,,2021-12-31
25227953,Still into You Drill,11,2021-12-31,Prod. MLBOA,https://open.spotify.com/track/5cfwpBNx0DYqXJA7fQrJhj,Germany,viral50,SAME_POSITION,,2021-12-31
25227954,Nur kein Wort über Bruno,12,2021-12-31,"Yvonne Ambrée, Tommy Morgenstern, Anita Hopt, Alvaro Soler, Yvonne Greitzke, Magdalena Turba, Encanto - Cast",https://open.spotify.com/track/6nnjWPY4EbZvUjdH3g9Pd6,Germany,viral50,MOVE_UP,,2021-12-31
25227955,Happy Death Day,13,2021-12-31,Xdinary Heroes,https://open.spotify.com/track/3a4VCqofc7Wf7cqfZYu2Ad,Germany,viral50,MOVE_DOWN,,2021-12-31
25227956,Swimming Pool,14,2021-12-31,Marie Madeleine,https://open.spotify.com/track/3BMqVk2NJbH4fxf84e8kDC,Germany,viral50,MOVE_DOWN,,2021-12-31
25227957,Love Grows (Where My Rosemary Goes),15,2021-12-31,Edison Lighthouse,https://open.spotify.com/track/5Ts1DYOuouQLgzTaisxWYh,Germany,viral50,NEW_ENTRY,,2021-12-31
25227958,Mit Dir,16,2021-12-31,Sido,https://open.spotify.com/track/2xFMvrqk99biaLQavjufta,Germany,viral50,MOVE_DOWN,,2021-12-31
25227959,I Can Feel It,17,2021-12-31,Sickick,https://open.spotify.com/track/1Wx3fls2p1CXqXtm3xlJeZ,Germany,viral50,SAME_POSITION,,2021-12-31
25227960,abcdefu,18,2021-12-31,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,Germany,viral50,MOVE_UP,,2021-12-31
25227961,Pope Is a Rockstar,19,2021-12-31,SALES,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2,Germany,viral50,MOVE_DOWN,,2021-12-31
25227962,IN THE CLUB,20,2021-12-31,Mishashi Sensei,https://open.spotify.com/track/7vX0rvoGneCCOJ2QPruNNZ,Germany,viral50,SAME_POSITION,,2021-12-31
25227963,Helikopter,21,2021-12-31,Fazlija,https://open.spotify.com/track/3xGOOOPD2HjErQLyRFk5Wf,Germany,viral50,MOVE_UP,,2021-12-31
25227964,DER LETZTE SONG (ALLES WIRD GUT) (feat. Fred Rabe),22,2021-12-31,KUMMER,https://open.spotify.com/track/2FQRZLR31e3423Nmrgv0Pv,Germany,viral50,MOVE_DOWN,,2021-12-31
25227965,Sahara,23,2021-12-31,Hensonn,https://open.spotify.com/track/6nqdgUTiWt4JbABDurkxMI,Germany,viral50,MOVE_DOWN,,2021-12-31
25227966,16 Missed Calls,24,2021-12-31,Slowed Mafia,https://open.spotify.com/track/6ktsi8iCjgNyYx6r3d9IBC,Germany,viral50,MOVE_DOWN,,2021-12-31
25227967,Do It To It,25,2021-12-31,"ACRAZE, Cherish",https://open.spotify.com/track/20on25jryn53hWghthWWW3,Germany,viral50,MOVE_UP,,2021-12-31
25227968,Move Your Body,26,2021-12-31,"Öwnboss, Sevek",https://open.spotify.com/track/6GomT970rCOkKAyyrwJeZi,Germany,viral50,MOVE_UP,,2021-12-31
25227969,Die For You,27,2021-12-31,"VALORANT, Grabbitz",https://open.spotify.com/track/2lz3zjQ5QCVXiyOzIk02vW,Germany,viral50,MOVE_DOWN,,2021-12-31
25227970,Jungle - Radio Edit,28,2021-12-31,Emma Louise,https://open.spotify.com/track/7CIcArZw3IdxTBWuXY484Q,Germany,viral50,MOVE_DOWN,,2021-12-31
25227971,BM (London View),29,2021-12-31,OTP,https://open.spotify.com/track/2swRdG3vAk5bYBR3oSf1cg,Germany,viral50,MOVE_DOWN,,2021-12-31
25227972,"30/90 (from ""tick, tick... BOOM!"" Soundtrack from the Netflix Film)",30,2021-12-31,"Andrew Garfield, Joshua Henry, Vanessa Hudgens, Robin de Jesus, Alexandra Shipp, MJ Rodriguez",https://open.spotify.com/track/55MIRLbZzpYSmMlRt9ZDWM,Germany,viral50,MOVE_DOWN,,2021-12-31
25227973,Shiko,31,2021-12-31,"Gehlektek, TakaTuka",https://open.spotify.com/track/011dWhYZyNEITebRXv3ARB,Germany,viral50,MOVE_DOWN,,2021-12-31
25227974,MIDDLE OF THE NIGHT,32,2021-12-31,Elley Duhé,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,Germany,viral50,MOVE_DOWN,,2021-12-31
25227975,superswag pt. 1,33,2021-12-31,"ilyproxy, leander, Hadesthegrim, eversonder",https://open.spotify.com/track/08556SGxHuwQGdFKjCblO6,Germany,viral50,MOVE_DOWN,,2021-12-31
25227976,Alien Blues,34,2021-12-31,Vundabar,https://open.spotify.com/track/11iIikXxC6NP0Ma8vMD27x,Germany,viral50,SAME_POSITION,,2021-12-31
25227977,СОЛНЦЕ МОНАКО,35,2021-12-31,Lusia Chebotina,https://open.spotify.com/track/5YDBHDEIgWkfairCJgGApW,Germany,viral50,MOVE_UP,,2021-12-31
25227978,ELEVEN,36,2021-12-31,IVE,https://open.spotify.com/track/7n2FZQsaLb7ZRfRPfEeIvr,Germany,viral50,MOVE_DOWN,,2021-12-31
25227979,Coming for You (feat. A1 x J1),37,2021-12-31,SwitchOTR,https://open.spotify.com/track/1xIqDFx3KdByBnKMlTECcM,Germany,viral50,MOVE_UP,,2021-12-31
25227980,No Wahala,38,2021-12-31,1da Banton,https://open.spotify.com/track/4vHy2IHzf3EabEa7oMpUZB,Germany,viral50,MOVE_DOWN,,2021-12-31
25227981,My Humps,39,2021-12-31,"Joshwa, Lee Foss",https://open.spotify.com/track/5WoBAyXaOnKEfvsZocrPeT,Germany,viral50,NEW_ENTRY,,2021-12-31
25227982,Sunroof,40,2021-12-31,"Nicky Youre, dazy",https://open.spotify.com/track/3RfTeIrWS8LNrfHYwechtt,Germany,viral50,MOVE_UP,,2021-12-31
25227983,It's Called: Freefall,41,2021-12-31,Rainbow Kitten Surprise,https://open.spotify.com/track/474uVhyGgK5MtY9gMcDgGl,Germany,viral50,MOVE_DOWN,,2021-12-31
25227984,Just A Little While,42,2021-12-31,The 502s,https://open.spotify.com/track/3CL0eXel8usNNSCQ6OT7KJ,Germany,viral50,MOVE_UP,,2021-12-31
25227985,It'll Be Okay,43,2021-12-31,Shawn Mendes,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD,Germany,viral50,MOVE_DOWN,,2021-12-31
25227986,4am,44,2021-12-31,JBee,https://open.spotify.com/track/3jTWd38NseaNnSuIK2Ybsp,Germany,viral50,MOVE_DOWN,,2021-12-31
25227987,Pepas,45,2021-12-31,"3GUNZ, FIFI",https://open.spotify.com/track/6KZ5q3rHQNVJokPY1EYt9E,Germany,viral50,NEW_ENTRY,,2021-12-31
25227988,Pump It,46,2021-12-31,Eskimo Callboy,https://open.spotify.com/track/3iXNlPQNYPrtimAEM49PsG,Germany,viral50,MOVE_UP,,2021-12-31
25227989,Danza Kuduro X Pepas,47,2021-12-31,MattOfficiel,https://open.spotify.com/track/28fW93JrXrZjbSKKpqXsDc,Germany,viral50,NEW_ENTRY,,2021-12-31
25227990,Unten kommt die Gurke rein,48,2021-12-31,"Die Sacknähte, Ikke Hüftgold",https://open.spotify.com/track/35ac3gdxwVTwYV2P1GC84h,Germany,viral50,NEW_ENTRY,,2021-12-31
25227991,La Espada,49,2021-12-31,Eternal Raijin,https://open.spotify.com/track/6w969Gr8VhF02vaHs67oo9,Germany,viral50,MOVE_DOWN,,2021-12-31
25227992,Wir Tanzen im 4-eck,50,2021-12-31,Stereo Total,https://open.spotify.com/track/4e6PpKKkjV2E073EQYsVbG,Germany,viral50,NEW_ENTRY,,2021-12-31
25227993,TO THE,1,2021-12-31,GoldSkull,https://open.spotify.com/track/3kvm9xedJN0uVx9kFmcFdf,Global,viral50,SAME_POSITION,,2021-12-31
25227994,We Don't Talk About Bruno,2,2021-12-31,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",https://open.spotify.com/track/52xJxFP6TqMuO4Yt0eOkMz,Global,viral50,SAME_POSITION,,2021-12-31
25227995,Happy Death Day,3,2021-12-31,Xdinary Heroes,https://open.spotify.com/track/3a4VCqofc7Wf7cqfZYu2Ad,Global,viral50,SAME_POSITION,,2021-12-31
25227996,Surface Pressure,4,2021-12-31,Jessica Darrow,https://open.spotify.com/track/760jhRscwGbIIe1m1IIQpU,Global,viral50,SAME_POSITION,,2021-12-31
25227997,Down Under (feat. Colin Hay),5,2021-12-31,Luude,https://open.spotify.com/track/7AVyve7cFYTd51ha5i9kE2,Global,viral50,SAME_POSITION,,2021-12-31
25227998,Love Grows (Where My Rosemary Goes),6,2021-12-31,Edison Lighthouse,https://open.spotify.com/track/5Ts1DYOuouQLgzTaisxWYh,Global,viral50,MOVE_UP,,2021-12-31
25227999,No se habla de Bruno,7,2021-12-31,"Carolina Gaitán - La Gaita, Mauro Castillo, Daniela Sierra, Juanse Diez, Isabel Garcés, Olga Lucía Vives, Encanto - Elenco",https://open.spotify.com/track/5QKk5N5xJQGsWMhPM80Kfv,Global,viral50,MOVE_DOWN,,2021-12-31
25228000,"30/90 (from ""tick, tick... BOOM!"" Soundtrack from the Netflix Film)",8,2021-12-31,"Andrew Garfield, Joshua Henry, Vanessa Hudgens, Robin de Jesus, Alexandra Shipp, MJ Rodriguez",https://open.spotify.com/track/55MIRLbZzpYSmMlRt9ZDWM,Global,viral50,MOVE_DOWN,,2021-12-31
25228001,ELEVEN,9,2021-12-31,IVE,https://open.spotify.com/track/7n2FZQsaLb7ZRfRPfEeIvr,Global,viral50,MOVE_DOWN,,2021-12-31
25228002,Swimming Pool,10,2021-12-31,Marie Madeleine,https://open.spotify.com/track/3BMqVk2NJbH4fxf84e8kDC,Global,viral50,MOVE_DOWN,,2021-12-31
25228003,I AM WOMAN,11,2021-12-31,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,Global,viral50,SAME_POSITION,,2021-12-31
25228004,abcdefu,12,2021-12-31,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,Global,viral50,SAME_POSITION,,2021-12-31
25228005,"Uyire - From ""Minnal Murali""",13,2021-12-31,"Shaan Rahman, Narayani Gopan, Mithun Jayaraj",https://open.spotify.com/track/0vmxxVMfJN21J3xX2uqzkg,Global,viral50,NEW_ENTRY,,2021-12-31
25228006,Malvadão 3,14,2021-12-31,"Xamã, Gustah, Neo Beats",https://open.spotify.com/track/0NBgyml7T0IvUNbXIkcSpH,Global,viral50,SAME_POSITION,,2021-12-31
25228007,Shake,15,2021-12-31,"IShowSpeed, Aura The Scientist",https://open.spotify.com/track/18pZAkoz9eNXd6gpy48RQL,Global,viral50,MOVE_DOWN,,2021-12-31
25228008,Harnaś ice tea,16,2021-12-31,Gawryle,https://open.spotify.com/track/32IErAbP0G4WcnpqHpMd35,Global,viral50,MOVE_DOWN,,2021-12-31
25228009,Die For You,17,2021-12-31,"VALORANT, Grabbitz",https://open.spotify.com/track/2lz3zjQ5QCVXiyOzIk02vW,Global,viral50,MOVE_DOWN,,2021-12-31
25228010,Gamzedeyim Deva Bulmam,18,2021-12-31,"Dedublüman, Çağrı Çelik",https://open.spotify.com/track/6glvSyTo1y4WLtX0mnDq83,Global,viral50,MOVE_DOWN,,2021-12-31
25228011,MIDDLE OF THE NIGHT,19,2021-12-31,Elley Duhé,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,Global,viral50,MOVE_DOWN,,2021-12-31
25228012,Sunroof,20,2021-12-31,"Nicky Youre, dazy",https://open.spotify.com/track/3RfTeIrWS8LNrfHYwechtt,Global,viral50,MOVE_UP,,2021-12-31
25228013,Pope Is a Rockstar,21,2021-12-31,SALES,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2,Global,viral50,MOVE_DOWN,,2021-12-31
25228014,Kül,22,2021-12-31,"Cem Adrian, Mark Eliyahu",https://open.spotify.com/track/5NPg92vbjaGk4q9mh7MMEM,Global,viral50,MOVE_DOWN,,2021-12-31
25228015,What Else Can I Do?,23,2021-12-31,"Diane Guerrero, Stephanie Beatriz",https://open.spotify.com/track/3XoYqtiWHhsk59frZupImG,Global,viral50,MOVE_UP,,2021-12-31
25228016,Sahara,24,2021-12-31,Hensonn,https://open.spotify.com/track/6nqdgUTiWt4JbABDurkxMI,Global,viral50,MOVE_DOWN,,2021-12-31
25228017,Just A Little While,25,2021-12-31,The 502s,https://open.spotify.com/track/3CL0eXel8usNNSCQ6OT7KJ,Global,viral50,MOVE_DOWN,,2021-12-31
25228018,Assalto Perigoso,26,2021-12-31,Melody,https://open.spotify.com/track/49GdoM9fiTXVOx1a6JTokJ,Global,viral50,SAME_POSITION,,2021-12-31
25228019,"如果可以 - 電影""月老""主題曲",27,2021-12-31,WeiBird,https://open.spotify.com/track/72OVnXDzugvrCU25lMi9au,Global,viral50,MOVE_UP,,2021-12-31
25228020,Alien Blues,28,2021-12-31,Vundabar,https://open.spotify.com/track/11iIikXxC6NP0Ma8vMD27x,Global,viral50,MOVE_DOWN,,2021-12-31
25228021,Nadie Va A Pensar En Ti Mejor Que Yo,29,2021-12-31,Conjunto Rienda Real,https://open.spotify.com/track/30eHHpkjMNqb2F0V8nXjbJ,Global,viral50,MOVE_UP,,2021-12-31
25228022,Pano,30,2021-12-31,Zack Tabudlo,https://open.spotify.com/track/08MFgEQeVLF37EyZ7jcwLc,Global,viral50,MOVE_DOWN,,2021-12-31
25228023,La Espada,31,2021-12-31,Eternal Raijin,https://open.spotify.com/track/6w969Gr8VhF02vaHs67oo9,Global,viral50,SAME_POSITION,,2021-12-31
25228024,Saami Saami,32,2021-12-31,Mounika Yadav,https://open.spotify.com/track/4ZUxhQNRCzlh6alqBHPNRC,Global,viral50,SAME_POSITION,,2021-12-31
25228025,Material Girl,33,2021-12-31,Saucy Santana,https://open.spotify.com/track/6nQ1B216Liiydhgn2gar0o,Global,viral50,MOVE_UP,,2021-12-31
25228026,Boho Days,34,2021-12-31,"Andrew Garfield, Robin de Jesus, Alexandra Shipp, Joshua Henry, Vanessa Hudgens",https://open.spotify.com/track/7k5agf3Bo48jyzXrvrMuhb,Global,viral50,MOVE_UP,,2021-12-31
25228027,It's Called: Freefall,35,2021-12-31,Rainbow Kitten Surprise,https://open.spotify.com/track/474uVhyGgK5MtY9gMcDgGl,Global,viral50,MOVE_DOWN,,2021-12-31
25228028,I Hate U,36,2021-12-31,SZA,https://open.spotify.com/track/5dXWFMwD7I7zXsInONVl0H,Global,viral50,MOVE_DOWN,,2021-12-31
25228029,Dat heb jij gedaan,37,2021-12-31,MEAU,https://open.spotify.com/track/6lgIi3ixBsr4cMt3r19yX9,Global,viral50,MOVE_DOWN,,2021-12-31
25228030,Do It To It,38,2021-12-31,"ACRAZE, Cherish",https://open.spotify.com/track/20on25jryn53hWghthWWW3,Global,viral50,NEW_ENTRY,,2021-12-31
25228031,Formosa,39,2021-12-31,"Kaio Viana, MC CJ",https://open.spotify.com/track/1QmupixsVNc0osesKXraZC,Global,viral50,MOVE_DOWN,,2021-12-31
25228032,It'll Be Okay,40,2021-12-31,Shawn Mendes,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD,Global,viral50,MOVE_DOWN,,2021-12-31
25228033,The Family Madrigal,41,2021-12-31,"Stephanie Beatriz, Olga Merediz, Encanto - Cast",https://open.spotify.com/track/4b1yxSdlumA8N4fEk4UOZp,Global,viral50,MOVE_UP,,2021-12-31
25228034,"Deu Meia Noite, Eu Sumi, Geral Soltando Fogos",42,2021-12-31,"Mc Delux, DJ MT7",https://open.spotify.com/track/3hycwch1V1aCbKGlcfKg0I,Global,viral50,NEW_ENTRY,,2021-12-31
25228035,TITAN,43,2021-12-31,Salastkbron,https://open.spotify.com/track/5fBQLapwAPSLw27STml9kr,Global,viral50,MOVE_DOWN,,2021-12-31
25228036,Ah Canım Sevgilim - Demo,44,2021-12-31,Rei 6,https://open.spotify.com/track/5kpkEb0M49YM516trGUSWS,Global,viral50,MOVE_DOWN,,2021-12-31
25228037,No Wahala,45,2021-12-31,1da Banton,https://open.spotify.com/track/4vHy2IHzf3EabEa7oMpUZB,Global,viral50,MOVE_DOWN,,2021-12-31
25228038,Mi Gata,46,2021-12-31,"Standly, El Barto",https://open.spotify.com/track/6J8lLpZoRCmB5pTrnB5jpV,Global,viral50,NEW_ENTRY,,2021-12-31
25228039,Waiting On A Miracle,47,2021-12-31,Stephanie Beatriz,https://open.spotify.com/track/3oRW9ZGPRbLRMneQ5lwflt,Global,viral50,NEW_ENTRY,,2021-12-31
25228040,Dos Oruguitas,48,2021-12-31,Sebastian Yatra,https://open.spotify.com/track/5rohUzwEoRsUvAA1Bf3DLo,Global,viral50,NEW_ENTRY,,2021-12-31
25228041,BM (London View),49,2021-12-31,OTP,https://open.spotify.com/track/2swRdG3vAk5bYBR3oSf1cg,Global,viral50,MOVE_DOWN,,2021-12-31
25228042,God Must Hate Me,50,2021-12-31,Catie Turner,https://open.spotify.com/track/21xzFXSL2XkZ2mIzDDAqTK,Global,viral50,MOVE_DOWN,,2021-12-31
25228043,Dynata - Ta Ta Ta,1,2021-12-31,Stefanos Pitsiniagkas,https://open.spotify.com/track/0abW4AXMPM75YUA87mlljq,Greece,viral50,SAME_POSITION,,2021-12-31
25228044,Fotiá - Evangelia x Eleni Foureira,2,2021-12-31,Evangelia,https://open.spotify.com/track/6s21oobR6fHbSNVViAzwBt,Greece,viral50,SAME_POSITION,,2021-12-31
25228045,Aftoktonia,3,2021-12-31,"TOQUEL, Rack",https://open.spotify.com/track/7IokpTW54OgzPu6Q3fkVHn,Greece,viral50,SAME_POSITION,,2021-12-31
25228046,MIDDLE OF THE NIGHT,4,2021-12-31,Elley Duhé,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly,Greece,viral50,SAME_POSITION,,2021-12-31
25228047,Love Grows (Where My Rosemary Goes),5,2021-12-31,Edison Lighthouse,https://open.spotify.com/track/5Ts1DYOuouQLgzTaisxWYh,Greece,viral50,MOVE_UP,,2021-12-31
25228048,Swimming Pool,6,2021-12-31,Marie Madeleine,https://open.spotify.com/track/3BMqVk2NJbH4fxf84e8kDC,Greece,viral50,MOVE_DOWN,,2021-12-31
25228049,King Kong,7,2021-12-31,"Bossikan, Light",https://open.spotify.com/track/0HUabBApCqvyOWksm6Rk8N,Greece,viral50,MOVE_DOWN,,2021-12-31
25228050,TO THE,8,2021-12-31,GoldSkull,https://open.spotify.com/track/3kvm9xedJN0uVx9kFmcFdf,Greece,viral50,MOVE_UP,,2021-12-31
25228051,Alien Blues,9,2021-12-31,Vundabar,https://open.spotify.com/track/11iIikXxC6NP0Ma8vMD27x,Greece,viral50,MOVE_DOWN,,2021-12-31
25228052,"30/90 (from ""tick, tick... BOOM!"" Soundtrack from the Netflix Film)",10,2021-12-31,"Andrew Garfield, Joshua Henry, Vanessa Hudgens, Robin de Jesus, Alexandra Shipp, MJ Rodriguez",https://open.spotify.com/track/55MIRLbZzpYSmMlRt9ZDWM,Greece,viral50,MOVE_UP,,2021-12-31
25228053,Lost in the Fire (feat. The Weeknd),11,2021-12-31,Gesaffelstein,https://open.spotify.com/track/2vXKRlJBXyOcvZYTdNeckS,Greece,viral50,MOVE_DOWN,,2021-12-31
25228054,It's Called: Freefall,12,2021-12-31,Rainbow Kitten Surprise,https://open.spotify.com/track/474uVhyGgK5MtY9gMcDgGl,Greece,viral50,MOVE_DOWN,,2021-12-31
25228055,We Don't Talk About Bruno,13,2021-12-31,"Carolina Gaitán - La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",https://open.spotify.com/track/52xJxFP6TqMuO4Yt0eOkMz,Greece,viral50,SAME_POSITION,,2021-12-31
25228056,Kolie,14,2021-12-31,"Thitis, The Plug, Mariletta",https://open.spotify.com/track/6CHq3QLo1Gtg3gFtIB1hbn,Greece,viral50,SAME_POSITION,,2021-12-31
25228057,abcdefu,15,2021-12-31,GAYLE,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL,Greece,viral50,MOVE_UP,,2021-12-31
25228058,It'll Be Okay,16,2021-12-31,Shawn Mendes,https://open.spotify.com/track/2KnLkZ3z7PO3kgVGHGqDpD,Greece,viral50,MOVE_DOWN,,2021-12-31
25228059,ELEVEN,17,2021-12-31,IVE,https://open.spotify.com/track/7n2FZQsaLb7ZRfRPfEeIvr,Greece,viral50,SAME_POSITION,,2021-12-31
25228060,Sahara,18,2021-12-31,Hensonn,https://open.spotify.com/track/6nqdgUTiWt4JbABDurkxMI,Greece,viral50,MOVE_UP,,2021-12-31
25228061,DTB,19,2021-12-31,Merczz,https://open.spotify.com/track/6BoXckigjvnIAZVQV6lELq,Greece,viral50,MOVE_DOWN,,2021-12-31
25228062,Ginseng Strip 2002,20,2021-12-31,Yung Lean,https://open.spotify.com/track/79nEEoEPY2w8EXj9hjn5oc,Greece,viral50,MOVE_UP,,2021-12-31
25228063,Cc,21,2021-12-31,Light,https://open.spotify.com/track/07qyw1D9R324YyFNZGUUdl,Greece,viral50,MOVE_DOWN,,2021-12-31
25228064,Cocaine Jesus,22,2021-12-31,Rainbow Kitten Surprise,https://open.spotify.com/track/0ZAbupc7jAQpG9IxojQ3s3,Greece,viral50,MOVE_DOWN,,2021-12-31
25228065,Happy Death Day,23,2021-12-31,Xdinary Heroes,https://open.spotify.com/track/3a4VCqofc7Wf7cqfZYu2Ad,Greece,viral50,SAME_POSITION,,2021-12-31
25228066,I Hate U,24,2021-12-31,SZA,https://open.spotify.com/track/5dXWFMwD7I7zXsInONVl0H,Greece,viral50,MOVE_DOWN,,2021-12-31
25228067,The Perfect Girl,25,2021-12-31,Mareux,https://open.spotify.com/track/5RBOcBpJXaNnHCGViJmYhh,Greece,viral50,MOVE_UP,,2021-12-31
25228068,BM (London View),26,2021-12-31,OTP,https://open.spotify.com/track/2swRdG3vAk5bYBR3oSf1cg,Greece,viral50,MOVE_UP,,2021-12-31
25228069,I AM WOMAN,27,2021-12-31,Emmy Meli,https://open.spotify.com/track/3nOz1U41SZZ0N3fuUWr9nb,Greece,viral50,MOVE_DOWN,,2021-12-31
25228070,Block Star,28,2021-12-31,"Gio Melody, Thug Slime",https://open.spotify.com/track/0TAyMBJom5srRoUynRHLtR,Greece,viral50,MOVE_DOWN,,2021-12-31
25228071,Swim,29,2021-12-31,Chase Atlantic,https://open.spotify.com/track/3M0lSi5WW79CXQamgSBIjx,Greece,viral50,MOVE_DOWN,,2021-12-31
25228072,I Love You So,30,2021-12-31,The Walters,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc,Greece,viral50,MOVE_UP,,2021-12-31
25228073,Shake,31,2021-12-31,"IShowSpeed, Aura The Scientist",https://open.spotify.com/track/18pZAkoz9eNXd6gpy48RQL,Greece,viral50,MOVE_DOWN,,2021-12-31
25228074,Enemy (with JID) - from the series Arcane League of Legends,32,2021-12-31,Imagine Dragons,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ,Greece,viral50,MOVE_UP,,2021-12-31
25228075,Moth To A Flame (with The Weeknd),33,2021-12-31,Swedish House Mafia,https://open.spotify.com/track/2gpWyfu7eZ01zzncHpxOtA,Greece,viral50,MOVE_DOWN,,2021-12-31
25228076,Overseas,34,2021-12-31,"D-Block Europe, Central Cee",https://open.spotify.com/track/337kcYVjYXdLBItCw9ry3b,Greece,viral50,SAME_POSITION,,2021-12-31
25228077,Only Love Can Hurt Like This,35,2021-12-31,Paloma Faith,https://open.spotify.com/track/62ke5zFUJN6RvtXZgVH0F8,Greece,viral50,MOVE_UP,,2021-12-31
25228078,Helikopter,36,2021-12-31,Fazlija,https://open.spotify.com/track/3xGOOOPD2HjErQLyRFk5Wf,Greece,viral50,MOVE_UP,,2021-12-31
25228079,La Espada,37,2021-12-31,Eternal Raijin,https://open.spotify.com/track/6w969Gr8VhF02vaHs67oo9,Greece,viral50,MOVE_DOWN,,2021-12-31
25228080,Vlospa x Nume x Fumez The Engineer - Plugged In,38,2021-12-31,"Fumez The Engineer, VLOSPA",https://open.spotify.com/track/1T20vVtDUf2XtKmoCA0CxV,Greece,viral50,MOVE_DOWN,,2021-12-31
25228081,Cpr,39,2021-12-31,cupcakKe,https://open.spotify.com/track/35mBYyB61qTcGGj7MXIRM1,Greece,viral50,MOVE_DOWN,,2021-12-31
25228082,Ku Je Ti,40,2021-12-31,"Finem, Light",https://open.spotify.com/track/7aTCnW8zpEIpYaI2Y6ypFW,Greece,viral50,MOVE_DOWN,,2021-12-31
25228083,Infinity,41,2021-12-31,Jaymes Young,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK,Greece,viral50,MOVE_UP,,2021-12-31
25228084,Sky,42,2021-12-31,Playboi Carti,https://open.spotify.com/track/29TPjc8wxfz4XMn21O7VsZ,Greece,viral50,NEW_ENTRY,,2021-12-31
25228085,Do It To It,43,2021-12-31,"ACRAZE, Cherish",https://open.spotify.com/track/20on25jryn53hWghthWWW3,Greece,viral50,MOVE_UP,,2021-12-31
25228086,nuts (feat. rainy bear),44,2021-12-31,Lil Peep,https://open.spotify.com/track/2SabxRgV7VMc1LRHgw0HIo,Greece,viral50,MOVE_DOWN,,2021-12-31
25228087,HMU,45,2021-12-31,Tobias Dray,https://open.spotify.com/track/60U1w8wJMlPvXRdPaLAYqi,Greece,viral50,MOVE_UP,,2021-12-31
25228088,Softcore,46,2021-12-31,The Neighbourhood,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha,Greece,viral50,NEW_ENTRY,,2021-12-31
25228089,NEW MAGIC WAND,47,2021-12-31,"Tyler, The Creator",https://open.spotify.com/track/0fv2KH6hac06J86hBUTcSf,Greece,viral50,MOVE_UP,,2021-12-31
25228090,Sport Billy,48,2021-12-31,"Ivan Greko, BeTaf Beats",https://open.spotify.com/track/66yGk627843tRtbjWQnQoL,Greece,viral50,SAME_POSITION,,2021-12-31
25228091,Kuku,49,2021-12-31,Butrint Imeri,https://open.spotify.com/track/7rHuaTEGYh4WnRZWlR88JQ,Greece,viral50,NEW_ENTRY,,2021-12-31
25228092,Friends,50,2021-12-31,Chase Atlantic,https://open.spotify.com/track/2jQiSYrwJehQAcuaaQrXnS,Greece,viral50,MOVE_DOWN,,2021-12-31
25228093,Fumando Mota,1,2021-12-31,Los Lara,https://open.spotify.com/track/2ytQws1jfyFcY2K2MDUfzd,Guatemala,viral50,MOVE_UP,,2021-12-31
